Industry,Category,Date Published,Description,Bedrooms/Baths,Price,Size,State,Location,Housing Type,Telephone,Contact Person,Email
Real Estate,Properties for rent,Aug 3,House for Rent,3BR / 1Ba,2000,,hawaii,(87-123 Lopikane Street),House,(645) 222-4016,Jeff,Jeff@gmail.com
Real Estate,Properties for rent,Aug 3,Kaneohe 2 Bdrm House for Rent,2BR / 1Ba,2000,750,hawaii,(Kaneohe),House,(645) 222-4017,Rodrigo,Rodrigo@gmail.com
Real Estate,Properties for rent,Aug 3,3 bdr/2 bath Hauula House for Rent,3BR / 2Ba,2350,,hawaii,(Hauula),House,(645) 222-4018,Lonnie,Lonnie@gmail.com
Real Estate,Properties for rent,Aug 3,house for rent,2BR / 1Ba,1800,,hawaii,(pearl city),House,(645) 222-4019,Quincy,Quincy@gmail.com
Real Estate,Properties for rent,Aug 3,Ocean View House for rent in Kailua-Kona,3BR / 3Ba,3500,2215,hawaii,,House,(645) 222-4020,Alfonso,Alfonso@gmail.com
Real Estate,Properties for rent,Aug 2,Waipahu 3 bedroom house for rent,3BR / 1.5Ba,2500,1060,hawaii,(waipahu),House,(645) 222-4021,Clay,Clay@gmail.com
Real Estate,Properties for rent,Aug 2,Brand new 4 bed 2 bath 4 parking of whole house for rent in kaneohe,4BR / 2Ba,3200,1300,hawaii,(Kaneohe),House,(645) 222-4022,Conor,Conor@gmail.com
Real Estate,Properties for rent,Aug 2,3 Bed/2 Bath House for Rent in Wailua Rise Estates,3BR / 2Ba,2400,,hawaii,(Kapaa),House,(645) 222-4023,Darnell,Darnell@gmail.com
Real Estate,Properties for rent,Aug 2,2 Bed/1 Bath Renovated Waimea House for Rent,2BR / 1Ba,1500,,hawaii,(Waimea),House,(645) 222-4024,Ben,Ben@gmail.com
Real Estate,Properties for rent,Aug 2,"master bedroom and half bath for rent in clean, quiet house",5,825,,hawaii,(Aina Haina),House,(645) 222-4025,Stuart,Stuart@gmail.com
Real Estate,Properties for rent,Aug 2,1250/Unfurnished - 3br/2ba Single Family House For Rent,3BR / 2Ba,1250,1056,hawaii,"(PAHOA, HI)",House,(645) 222-4026,Clifton,Clifton@gmail.com
Real Estate,Properties for rent,Aug 2,Kaimuki House for Rent,1BR / 1Ba,1850,725,hawaii,(Kaimuki),House,(645) 222-4027,Fred,Fred@gmail.com
Real Estate,Properties for rent,Aug 2,Looking for a house to rent!,,,,hawaii,(Lihue),House,(645) 222-4028,Nikolas,Nikolas@gmail.com
Real Estate,Properties for rent,Aug 2,Cottage For Rent-Open House This Weekend,2BR / 1Ba,1500,500,hawaii,(Makawao),House,(645) 222-4029,Fredrick,Fredrick@gmail.com
Real Estate,Properties for rent,Aug 1,New house for rent,3BR / 2Ba,3000,1000,hawaii,(Kapahulu),House,(645) 222-4030,Davis,Davis@gmail.com
Real Estate,Properties for rent,Aug 1,1 Bedroom for rent in a 4 Bedroom house,,700,,hawaii,(Honolulu),House,(645) 222-4031,Xander,Xander@gmail.com
Real Estate,Properties for rent,Aug 1,"New house, 3bd, 2bath for rent",3BR / 2Ba,3000,1300,hawaii,,House,(645) 222-4032,Lamar,Lamar@gmail.com
Real Estate,Properties for rent,Aug 1,House For Rent At Salt Lake,2BR / 1Ba,1600,,hawaii,(3618 Salt Lake Boulevard),House,(645) 222-4033,Tristen,Tristen@gmail.com
Real Estate,Properties for rent,Aug 1,1000 sq ft 2 br nice little house for rent,,950,1000,hawaii,(Ainaloa),House,(645) 222-4034,Brendon,Brendon@gmail.com
Real Estate,Properties for rent,Aug 1,Newly Renovated Single Family House For Rent,3BR / 1.5Ba,1900,,hawaii,"(98-107 Kaluamou PL, Pearl City, HI 96782)",House,(645) 222-4035,Gordon,Gordon@gmail.com
Real Estate,Properties for rent,Aug 1,Room For Rent in House,,1150,,hawaii,(Mahinahina),House,(645) 222-4036,Dexter,Dexter@gmail.com
Real Estate,Properties for rent,Aug 1,3 bed 2.5 bath house nice 1/3 acre FLAT yard for rent great neighborho,3BR / 2.5Ba,3499,,hawaii,(Makawao),House,(645) 222-4037,Reed,Reed@gmail.com
Real Estate,Properties for rent,Jul 31,House for rent,1BR / 1Ba,700,,hawaii,(Mt view),House,(645) 222-4038,Gilberto,Gilberto@gmail.com
Real Estate,Properties for rent,Jul 31,"KCC, UH, WAIKIKI, kapahulu new renovate house for rent",2BR / 1Ba,1800,,hawaii,"(kapahulu, waikiki,)",House,(645) 222-4039,Don,Don@gmail.com
Real Estate,Properties for rent,Jul 31,3 bedroom 2 bathroom house for rent,3BR / 2Ba,1000,864,hawaii,(Kaunakakai),House,(645) 222-4040,Bailey,Bailey@gmail.com
Real Estate,Properties for rent,Jul 31,** LUXURIOUS 3 BEDROOM 2 BATH HOUSE FOR RENT **,,500,,hawaii,(Hawaii),House,(645) 222-4041,Rogelio,Rogelio@gmail.com
Real Estate,Properties for rent,Jul 31,House in Kahala/Kaimuki area for rent,4BR / 2Ba,3500,5,hawaii,(Kahala),House,(645) 222-4042,Darin,Darin@gmail.com
Real Estate,Properties for rent,Jul 31,Lana'i. House for rent.,2BR / 1Ba,2000,700,hawaii,(Lana'i City),House,(645) 222-4043,Alonzo,Alonzo@gmail.com
Real Estate,Properties for rent,Jul 31,??RETIRED VETERAN LOOKING FOR PET-FRIENDLY HOUSE TO RENT??,,540,,hawaii,(??hawaii??),House,(645) 222-4044,Vernon,Vernon@gmail.com
Real Estate,Properties for rent,Jul 31,Lana'i. House for rent.,2BR / 1Ba,2000,700,hawaii,(Lana'i City),House,(645) 222-4045,Courtney,Courtney@gmail.com
Real Estate,Properties for rent,Jul 31,KAUA'I BEACH HOUSE FOR RENT NOW,1BR / 1Ba,2700,500,hawaii,,House,(645) 222-4046,Emmett,Emmett@gmail.com
Real Estate,Properties for rent,Jul 30,Wailea house w/ partial ocean view for rent now,3BR / 3.5Ba,4500,3700,hawaii,(Wailea Resort),House,(645) 222-4047,Dwight,Dwight@gmail.com
Real Estate,Properties for rent,Jul 30,Hau'ula house for rent,3BR / 1Ba,2400,,hawaii,(Hau'ula),House,(645) 222-4048,Mauricio,Mauricio@gmail.com
Real Estate,Properties for rent,Jul 30,House for rent - Close to UH Hilo,3BR / 1.5Ba,1500,,hawaii,(Hilo),House,(645) 222-4049,Blaine,Blaine@gmail.com
Real Estate,Properties for rent,Jul 30,Beachfront House for Rent Needed!,,,,hawaii,(Oahu),House,(645) 222-4050,Maximus,Maximus@gmail.com
Real Estate,Properties for rent,Jul 30,Nice House for Rent,3BR / 2Ba,2850,1646,hawaii,"(514 Kaumakani, Honolulu,HI)",House,(645) 222-4051,Jasper,Jasper@gmail.com
Real Estate,Properties for rent,Jul 29,ROOM FOR RENT IN CHILL HOUSE- (Near UH Manoa) (Kaimuki),,700,125,hawaii,(KAIMUKI),House,(645) 222-4052,Moses,Moses@gmail.com
Real Estate,Properties for rent,Jul 29,ROOM FOR RENT-HOUSE SHARE,,850,,hawaii,(Kihei),House,(645) 222-4053,Nathanael,Nathanael@gmail.com
Real Estate,Properties for rent,Jul 29,2400 3/2 duplex house for rent,3BR / 2Ba,2400,1400,hawaii,"(near kahala mall, honolulu)",House,(645) 222-4054,Jody,Jody@gmail.com
Real Estate,Properties for rent,Jul 28,Spacious 4 bedroom house for rent - Kailua,4BR / 2Ba,3200,1680,hawaii,(Kailua),House,(645) 222-4055,Rolando,Rolando@gmail.com
Real Estate,Properties for rent,Jul 27,Room for rent in a two bedroom house,,495,,hawaii,(HPP),House,(645) 222-4056,Keaton,Keaton@gmail.com
Real Estate,Properties for rent,Jul 27,Hawaii Loa Ridge Wonderful Single House For Rent,3BR / 3.5Ba,5700,2953,hawaii,(Hawaii Loa Ridge/Aina Haina/Hawaii Kai),House,(645) 222-4057,Greg,Greg@gmail.com
Real Estate,Properties for rent,Jul 27,Full House for rent ironamn,2BR / 2.5Ba,250,1300,hawaii,(Nani kailua),House,(645) 222-4058,Tomas,Tomas@gmail.com
Real Estate,Properties for rent,Jul 26,House for Rent - all utilities included!,2BR / 2Ba,3000,1000,hawaii,(Kihei),House,(645) 222-4059,Greyson,Greyson@gmail.com
Real Estate,Properties for rent,Jul 26,"House for rent 2,600",2BR / 3Ba,2600,,hawaii,(Captain Cook),House,(645) 222-4060,Roland,Roland@gmail.com
Real Estate,Properties for rent,Jul 26,House For Rent,3BR / 2Ba,1650,1600,hawaii,(East End Molokai),House,(645) 222-4061,Jayce,Jayce@gmail.com
Real Estate,Properties for rent,Jul 26,6 Bedroom House For Rent,6BR / 2Ba,2200,,hawaii,(Waianae),House,(645) 222-4062,Bret,Bret@gmail.com
Real Estate,Properties for rent,Jul 24,ღRETIRED VETERAN LOOKING FOR PET-FRIENDLY HOUSE TO RENTღ,,540,,hawaii,(B░A░D C░R░E░D░I░T),House,(645) 222-4063,Kristian,Kristian@gmail.com
Real Estate,Properties for rent,Jul 24,House For Rent: PAHOA Special Pricing,2BR / 2Ba,1000,864,hawaii,,House,(645) 222-4064,Holden,Holden@gmail.com
Real Estate,Properties for rent,Jul 23,Cozy House for Rent,5BR / 2Ba,4500,1824,hawaii,(Hawaii Kai),House,(645) 222-4065,Kent,Kent@gmail.com
Real Estate,Properties for rent,Jul 23,One month room for rent in 3 bedroom house!,,600,,hawaii,(Wahiawa),House,(645) 222-4066,Jonas,Jonas@gmail.com
Real Estate,Properties for rent,Jul 23,House for Rent,,1100,,hawaii,(Honolulu),House,(645) 222-4067,Zackery,Zackery@gmail.com
Real Estate,Properties for rent,Jul 22,SINGLE FAMILY HOUSE FOR RENT,3BR / 2Ba,3800,2000,hawaii,(PEARL CITY),House,(645) 222-4068,Luca,Luca@gmail.com
Real Estate,Properties for rent,Jul 22,Master bedroom in a two storey house for rent,,850,200,hawaii,(Sea Country),House,(645) 222-4069,Harley,Harley@gmail.com
Real Estate,Properties for rent,Jul 22,town house 2bedroom for rent,2BR / 1.5Ba,1900,,hawaii,(ewa by gentry),House,(645) 222-4070,Dorian,Dorian@gmail.com
Real Estate,Properties for rent,Jul 21,1 Bedroom 1 Bath 1st Floor of House With Patio for Rent in Cul-de-Sac,1BR / 1Ba,1345,600,hawaii,(Kailua-Kona),House,(645) 222-4071,Solomon,Solomon@gmail.com
Real Estate,Properties for rent,Jul 21,Private Room for rent in a 3bdrm house,,950,,hawaii,(Moanalua),House,(645) 222-4072,Neal,Neal@gmail.com
Real Estate,Properties for rent,Jul 20,550+Utilities/3bdrm House has 2-Rms for Rent,,,,hawaii,(Kalihi),House,(645) 222-4073,Ramiro,Ramiro@gmail.com
Real Estate,Properties for rent,Jul 20,house for rent,,2400,800,hawaii,(palolo valley),House,(645) 222-4074,Issac,Issac@gmail.com
Real Estate,Properties for rent,Aug 4,"KAIMUKI - 2 Bedroom, 1.5 Bath Duplex",2BR / 1.5Ba,1750,583,hawaii,(Palolo - Kaimuki Area),House,(645) 222-4075,Noe,Noe@gmail.com
Real Estate,Properties for rent,Aug 4,Furnished Rooms For Rent in Kapahi.,,300,,hawaii,,House,(645) 222-4076,Wilson,Wilson@gmail.com
Real Estate,Properties for rent,Aug 4,Furnished Newer 3 Bed/ 2 Bath on 2 acres - nice kitchen - spacious,3BR / 2Ba,3500,1700,hawaii,(3500),House,(645) 222-4077,Perry,Perry@gmail.com
Real Estate,Properties for rent,Aug 4,"Newer 2 bedroom, 1 bath, 2 open parking",2BR / 1Ba,1875,,hawaii,(1837 Liliha St.),House,(645) 222-4078,Lloyd,Lloyd@gmail.com
Real Estate,Properties for rent,Aug 4,"Kapahulu-2 bedroom, 2 bath, 1 prkg",2BR / 2Ba,2200,1100,hawaii,(3354 George St.),House,(645) 222-4079,Isiah,Isiah@gmail.com
Real Estate,Properties for rent,Aug 4,"5092 Kalanianaole Hwy: 3 bed, 2 bath, 2 open parking",3BR / 2Ba,2975,1700,hawaii,(5092 Kalanianaole Hwy),House,(645) 222-4080,Grady,Grady@gmail.com
Real Estate,Properties for rent,Aug 4,3000!Executive furnished hous Quiet home 2 blocks from beach includes,2BR / 2Ba,3000,1400,hawaii,(Kihei),House,(645) 222-4081,Aden,Aden@gmail.com
Real Estate,Properties for rent,Aug 4,"Tropical rockwalls, split A/Cs, electricity, 3/2 single family",3BR / 2Ba,3100,1026,hawaii,"(Kailua, Enchanted Lake)",House,(645) 222-4082,Derick,Derick@gmail.com
Real Estate,Properties for rent,Aug 4,***Kailua 3br house - Gorgeous VIEWS! walk to shops,3BR / 2.5Ba,3500,2000,hawaii,(Kailua),House,(645) 222-4083,Emiliano,Emiliano@gmail.com
Real Estate,Properties for rent,Aug 4,2/1 remodeled in Kailua,2BR / 1Ba,2000,,hawaii,(Kailua),House,(645) 222-4084,Dana,Dana@gmail.com
Real Estate,Properties for rent,Aug 4,"Expansive Finished LL w/Family Rm, Bar & Storage. Covered Patio &Rear",3BR / 2Ba,1300,1092,hawaii,"(Kailua Kona, HI)",House,(645) 222-4085,Skylar,Skylar@gmail.com
Real Estate,Properties for rent,Aug 4,7 bed / 3 bath available for rent !,7BR / 3Ba,4300,,hawaii,(Kaimuki),House,(645) 222-4086,Herbert,Herbert@gmail.com
Real Estate,Properties for rent,Aug 4,>*>Affordable/LUXURY/TRENDY!!!Best Ever You Can Ever?? Apt Imagine,2BR / 2Ba,2450,,hawaii,"(Waikiki, Honolulu, HI) ????)",House,(645) 222-4087,Forrest,Forrest@gmail.com
Real Estate,Properties for rent,Aug 4,"Kahala private 1 bedroom attached apartment (1,750 per month)",1BR / 1Ba,1750,500,hawaii,(Kahala),House,(645) 222-4088,Lamont,Lamont@gmail.com
Real Estate,Properties for rent,Aug 4,Furnished Attached Ohana in Pukalani,1BR / 1Ba,1400,540,hawaii,(Pukalani),House,(645) 222-4089,Zander,Zander@gmail.com
Real Estate,Properties for rent,Aug 4,2bedroom/1bath in Pukalani,2BR / 1Ba,1700,550,hawaii,(Pukalani),House,(645) 222-4090,Stefan,Stefan@gmail.com
Real Estate,Properties for rent,Aug 4,Mililani-3 Bedroom Home Available at Evergreen Terrace,3BR / 3Ba,2650,,hawaii,,House,(645) 222-4091,Javon,Javon@gmail.com
Real Estate,Properties for rent,Aug 4,We Buy Houses- Quick Cash!,,1000,,hawaii,(Puna-Hilo),House,(645) 222-4092,Rory,Rory@gmail.com
Real Estate,Properties for rent,Aug 4,"1,100 sq. ft 1 bedroom apartment for rent including utilities",1BR / 1Ba,2000,1100,hawaii,(Kawaihau),House,(645) 222-4093,Donnie,Donnie@gmail.com
Real Estate,Properties for rent,Aug 4,"Immaculate Boyd Lane house, AC, water incl, close to HPU (video)",3BR / 1.5Ba,2200,,hawaii,(Nuuanu-Pauoa-Punchbowl-Downtown),House,(645) 222-4094,Walker,Walker@gmail.com
Real Estate,Properties for rent,Aug 4,Kaneohe Rental,2BR / 1Ba,1800,700,hawaii,(Kaneohe),House,(645) 222-4095,Frankie,Frankie@gmail.com
Real Estate,Properties for rent,Aug 4,Studio for rent,,995,,hawaii,(Kaimuki),House,(645) 222-4096,Damion,Damion@gmail.com
Real Estate,Properties for rent,Aug 3,New House-2 bedroom/ 1 bathroom,2BR / 1Ba,2380,950,hawaii,(Aina Haina),House,(645) 222-4097,Ariel,Ariel@gmail.com
Real Estate,Properties for rent,Aug 3,"New House with AC, Quiet and Secure Neighborhood Available",2BR / 1Ba,2380,950,hawaii,(Kaimuki),House,(645) 222-4098,Darrin,Darrin@gmail.com
Real Estate,Properties for rent,Aug 3,Upstairs unit 3 bdrm,0BR / 1Ba,1950,,hawaii,(Ewa Beach),House,(645) 222-4099,Gael,Gael@gmail.com
Real Estate,Properties for rent,Aug 3,Private Room in Waikiki 750 + shared electric,,750,,hawaii,(Waikiki),House,(645) 222-4100,Brooks,Brooks@gmail.com
Real Estate,Properties for rent,Aug 3,Large Kailua home - 3 bed/2.5 bth VIEWS! 250 credit,3BR / 2.5Ba,3500,2000,hawaii,(Kailua),House,(645) 222-4101,Ahmad,Ahmad@gmail.com
Real Estate,Properties for rent,Aug 3,2 bedroom and 1 bathroom utilities include (kaimuki/Kahala),,2050,930,hawaii,(kaimuki/kahala),House,(645) 222-4102,Sheldon,Sheldon@gmail.com
Real Estate,Properties for rent,Aug 3,"** Duplex unit upstairs 2 Bedrooms, 1 Full bath 1475 includes water",2BR / 1Ba,1475,,hawaii,(Kalihi Valley),House,(645) 222-4103,Terence,Terence@gmail.com
Real Estate,Properties for rent,Aug 3,3bedrooms 2bathrooms house downstairs--Aiea Heights,3BR / 2Ba,2200,,hawaii,(Aiea Heights-Aiea high school),House,(645) 222-4104,Leland,Leland@gmail.com
Real Estate,Properties for rent,Aug 3,Exchange a portion of rent for elder care,,500,,hawaii,(Palolo valley Oahu),House,(645) 222-4105,Cruz,Cruz@gmail.com
Real Estate,Properties for rent,Aug 3,"3 Bedroom, 1 Den, 1 Bathroom, 2 Parking",3BR / 1Ba,2200,1100,hawaii,(Pacific Heights),House,(645) 222-4106,Kerry,Kerry@gmail.com
Real Estate,Properties for rent,Aug 3,光熱費込みのカイルア,3BR / 2.5Ba,3500,2100,hawaii,(Kailua),House,(645) 222-4107,Justice,Justice@gmail.com
Real Estate,Properties for rent,Aug 3,"Stunning home 3bd/2.5bth, incredible VIEW, utilities credit",3BR / 2.5Ba,3500,2000,hawaii,(Kailua),House,(645) 222-4108,Rickey,Rickey@gmail.com
Real Estate,Properties for rent,Aug 3,North Kohala (Hawi) INCLUSIVE,1BR / 1Ba,650,,hawaii,(Hawi),House,(645) 222-4109,Khalil,Khalil@gmail.com
Real Estate,Properties for rent,Aug 3,3 Bedroom / 2 Bath Wailua Homesteads,3BR / 2Ba,2800,1256,hawaii,(Wailua Homesteads),House,(645) 222-4110,Sidney,Sidney@gmail.com
Real Estate,Properties for rent,Aug 3,Upstairs Apartment in Gated Private Estate,1BR / 1Ba,2000,1200,hawaii,(Kailua),House,(645) 222-4111,Anderson,Anderson@gmail.com
Real Estate,Properties for rent,Aug 3,2 Private Rooms For Rent,,,,hawaii,(Gulick),House,(645) 222-4112,Rick,Rick@gmail.com
Real Estate,Properties for rent,Aug 3,4 bedroom/3 bath Captain Cook,4BR / 3Ba,2750,,hawaii,(Captain Cook),House,(645) 222-4113,Guy,Guy@gmail.com
Real Estate,Properties for rent,Aug 3,Kaimuki 3/1 util. Incl. 827 17th ave unit A,3BR / 1Ba,1850,,hawaii,(Kaimuki),House,(645) 222-4114,Sterling,Sterling@gmail.com
Real Estate,Properties for rent,Aug 3,"Avail Augu 15! Travelling Doctor, Nurse or Professional furnished Home",1BR / 2Ba,1500,800,hawaii,(30 min So. of Hilo),House,(645) 222-4115,Stephan,Stephan@gmail.com
Real Estate,Properties for rent,Aug 3,Studio 560sq ft,0BR / 1Ba,1200,9,hawaii,(Kaneohe),House,(645) 222-4116,Keenan,Keenan@gmail.com
Real Estate,Properties for rent,Aug 3,Furnished 2 Bedroom in Downtown Hilo ~ Utilities Included!,2BR / 1Ba,1445,5,hawaii,(Downtown Hilo),House,(645) 222-4117,Tate,Tate@gmail.com
Real Estate,Properties for rent,Aug 3,Forest Retreat Furnished Doll House Available August 15th,1BR / 1.5Ba,1500,800,hawaii,(Ainaloa Forest),House,(645) 222-4118,Milton,Milton@gmail.com
Real Estate,Properties for rent,Aug 3,Cute 2/1 home in Ainaloa subdv.,2BR / 1Ba,900,832,hawaii,(Ainaloa subdv.),House,(645) 222-4119,Rashad,Rashad@gmail.com
Real Estate,Properties for rent,Aug 3,ALOHA SHALOM HOUSE! RENT NOW MONTHLY RATE AVAILABLE (KAILUA),,900,,hawaii,,House,(645) 222-4120,Kingston,Kingston@gmail.com
Real Estate,Properties for rent,Aug 3,3 Bedroom 2.5 bath,3BR / 2.5Ba,2200,1000,hawaii,(Kapolei),House,(645) 222-4121,Salvatore,Salvatore@gmail.com
Real Estate,Properties for rent,Aug 3,Hunt for a non-toxic home to rent or rent to own,,,,hawaii,(Honolulu),House,(645) 222-4122,Carlton,Carlton@gmail.com
Real Estate,Properties for rent,Aug 3,"Nob Hill - 2 Bedroom, 1 1/2 bath, 1 parking",2BR / 1.5Ba,1750,813,hawaii,(Mililani),House,(645) 222-4123,Tyrell,Tyrell@gmail.com
Real Estate,Properties for rent,Aug 3,Hunt for a non-toxic home to rent or rent to own,,,,hawaii,(Honolulu),House,(645) 222-4124,Jamar,Jamar@gmail.com
Real Estate,Properties for rent,Aug 3,"Nob Hill - 2 Bedroom, 1 1/2 bath, 1 parking",2BR / 1.5Ba,1750,813,hawaii,(Mililani),House,(645) 222-4125,Leonel,Leonel@gmail.com
Real Estate,Properties for rent,Aug 3,UH Skate/Surf Room for rent,,800,,hawaii,(Manoa),House,(645) 222-4126,Donte,Donte@gmail.com
Real Estate,Properties for rent,Aug 3,Clean Spacious 1 Bdrm/1 Bath Apartment,1BR / 1Ba,1150,400,hawaii,(1117 Hoolai Street),House,(645) 222-4127,Kobe,Kobe@gmail.com
Real Estate,Properties for rent,Aug 3,Majestic executive home - 3 bed/2.5 bth - VIEWS! some utilities incl.,3BR / 2.5Ba,3500,2000,hawaii,(Kailua),House,(645) 222-4128,Jase,Jase@gmail.com
Real Estate,Properties for rent,Aug 3,"Kailua 3 BR + Office, 1.5 Bath",3BR / 1.5Ba,3200,1450,hawaii,(Kailua),House,(645) 222-4129,Leslie,Leslie@gmail.com
Real Estate,Properties for rent,Aug 3,Room Mate Wanted - Master Bedroom w Private Bath and Garage,3BR / 2.5Ba,1000,1500,hawaii,(Ewa Beach),House,(645) 222-4130,Deshawn,Deshawn@gmail.com
Real Estate,Properties for rent,Aug 3,Room with a view in a coffee growing community,,1200,1000,hawaii,(Holualoa ( above Kona )),House,(645) 222-4131,Jamison,Jamison@gmail.com
Real Estate,Properties for rent,Aug 3,2 bed 1 bath include parking & utilities available NOW,2BR / 1Ba,1700,600,hawaii,(Salt Lake/ Moanalua),House,(645) 222-4132,Bradford,Bradford@gmail.com
Real Estate,Properties for rent,Aug 3,STUDENTS & YOUNG PROFESSIONALS-COUNTRY SETTING 2 MILES FROM UH (5 MIN),3BR / 2Ba,800,,hawaii,(HILO-WAIAKEA UKA),House,(645) 222-4133,Caiden,Caiden@gmail.com
Real Estate,Properties for rent,Aug 3,Polynesian Style Pole Home in Kula,3BR / 2Ba,2800,,hawaii,(Kula),House,(645) 222-4134,Uriel,Uriel@gmail.com
Real Estate,Properties for rent,Aug 3,Available Now! Single Family Home in Ocean Pointe 3/2.5/2,3BR / 2.5Ba,2895,1803,hawaii,(Ewa Beach),House,(645) 222-4135,Johnnie,Johnnie@gmail.com
Real Estate,Properties for rent,Aug 3,"UNIQUE 2 BED, 2 BATH FURNISHED HOUSE",2BR / 2Ba,2500,1000,hawaii,(Maui Meadows),House,(645) 222-4136,Reece,Reece@gmail.com
Real Estate,Properties for rent,Aug 3,3 bedrooms and 2 baths,3BR / 2Ba,2300,836,hawaii,(Liliha),House,(645) 222-4137,Kareem,Kareem@gmail.com
Real Estate,Properties for rent,Aug 3,Kailua Deluxe 2bath Townhouse w/private yard,2BR / 2Ba,3100,1800,hawaii,(Kailua),House,(645) 222-4138,Darian,Darian@gmail.com
Real Estate,Properties for rent,Aug 3,"Open House Saturday, August 4th-FURNISHED Condos Downtown Honolulu",,1800,,hawaii,"(1088 Bishop Street, Honolulu, HI)",House,(645) 222-4139,Tobias,Tobias@gmail.com
Real Estate,Properties for rent,Aug 3,"3 bd/1ba, electric/water/trash included!! Prime location in Kahului",3BR / 1Ba,2300,1000,hawaii,"(Kahului, HI)",House,(645) 222-4140,Will,Will@gmail.com
Real Estate,Properties for rent,Aug 3,TROPICAL HILLTOP HIDEAWAY! CONTRACTORS ARE WELCOME!,1BR / 1Ba,2250,700,hawaii,(LAWAI/KALAHEO),House,(645) 222-4141,Efrain,Efrain@gmail.com
Real Estate,Properties for rent,Aug 3,Room for rent,,850,,hawaii,(Kailua),House,(645) 222-4142,Cornelius,Cornelius@gmail.com
Real Estate,Properties for rent,Aug 3,Three Bedroom Pearl City Palisades House,3BR / 1.5Ba,2300,1349,hawaii,(Pacific Palisades),House,(645) 222-4143,Kade,Kade@gmail.com
Real Estate,Properties for rent,Aug 3,"Open House Tomorrow, Sat, Aug 4th-FURNISHED Condos-Available Now!",,1800,,hawaii,"(1088 Bishop Street, Honolulu, HI)",House,(645) 222-4144,Clark,Clark@gmail.com
Real Estate,Properties for rent,Aug 3,Puu Nani Studio for Rent,,950,,hawaii,(Waimea-Kamuela),House,(645) 222-4145,Jimmie,Jimmie@gmail.com
Real Estate,Properties for rent,Aug 3,"Aahu Place (3bed/2.5bath/2prkg) AC, Enclosed Yard",3BR / 2.5Ba,2600,,hawaii,"(Mililani, Mililani Mauka)",House,(645) 222-4146,Kurtis,Kurtis@gmail.com
Real Estate,Properties for rent,Aug 3,Seeking couple for large house rental/ share,,,,hawaii,(Kahala),House,(645) 222-4147,Freddie,Freddie@gmail.com
Real Estate,Properties for rent,Aug 3,2600 LOVELY TWO BEDROOM HOUSE,2BR / 1Ba,2600,1000,hawaii,(KIHEI),House,(645) 222-4148,Aron,Aron@gmail.com
Real Estate,Properties for rent,Aug 3,LOVELY FOUR BEDROOM,4BR / 3Ba,2900,1750,hawaii,(KIHEI),House,(645) 222-4149,Kellen,Kellen@gmail.com
Real Estate,Properties for rent,Aug 3,"WILDER AVE 3/1/2+den A/C, W/D, yard service",3BR / 1Ba,2145,1344,hawaii,"(Makiki, Punahou)",House,(645) 222-4150,Ryker,Ryker@gmail.com
Real Estate,Properties for rent,Aug 3,THE CREST @ WAILUNA -AVAILABLE NOW!!,4BR / 2Ba,2750,1317,hawaii,,House,(645) 222-4151,Titus,Titus@gmail.com
Real Estate,Properties for rent,Aug 3,STUDIO - UTILITIES INCLUDED,0BR / 1Ba,1050,160,hawaii,(Mililani Town),House,(645) 222-4152,Gene,Gene@gmail.com
Real Estate,Properties for rent,Aug 3,1839 Kaioo Dr. #3,1BR / 1Ba,1600,,hawaii,(1839 Kaioo Dr. #3),House,(645) 222-4153,Judah,Judah@gmail.com
Real Estate,Properties for rent,Aug 3,1839 Kaioo Dr. #7,1BR / 1Ba,1550,,hawaii,(1839 Kaioo Dr. #7),House,(645) 222-4154,Cash,Cash@gmail.com
Real Estate,Properties for rent,Aug 3,Hawaiian Monarch #2111,0BR / 1Ba,1300,,hawaii,(Honolulu),House,(645) 222-4155,Waylon,Waylon@gmail.com
Real Estate,Properties for rent,Aug 3,2287 Ala Wai #202,0BR / 1Ba,1000,,hawaii,,House,(645) 222-4156,Vicente,Vicente@gmail.com
Real Estate,Properties for rent,Aug 3,Sun Filled Home in Alii Heights Subdivision,3BR / 2Ba,2750,1666,hawaii,(Kailua Kona),House,(645) 222-4157,Trevon,Trevon@gmail.com
Real Estate,Properties for rent,Aug 3,"Kapahulu 3/2 plus den, new carpets, upstairs duplex",3BR / 2Ba,3000,1100,hawaii,(Kapahulu),House,(645) 222-4158,Jarvis,Jarvis@gmail.com
Real Estate,Properties for rent,Aug 3,Volcano One Bedroom +,1BR / 1.5Ba,1300,1500,hawaii,(Ohia Estates),House,(645) 222-4159,Camron,Camron@gmail.com
Real Estate,Properties for rent,Aug 3,"HOLOWAI ST 3/1.5/2 W/D, lanai, yd w/svc, close to water",3BR / 1.5Ba,2295,1216,hawaii,(Kaneohe),House,(645) 222-4160,August,August@gmail.com
Real Estate,Properties for rent,Aug 3,"Newly Remodeled Studio w/ Kitchenette, Separate Entrance for Rent",0BR / sharedBa,1200,255,hawaii,(Kailua),House,(645) 222-4161,Jackie,Jackie@gmail.com
Real Estate,Properties for rent,Aug 3,"Hausten, near University of Hawaii, renovated 1/1, fully furnished",1BR / 1Ba,1750,580,hawaii,(Moiliili),House,(645) 222-4162,Brayan,Brayan@gmail.com
